* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, none, adastraextra:adrastea_plains, MONSTER, quark:stoneling, 20, 1, 1
1162, none, biomeswevegone:coconino_meadow, CREATURE, minecraft:rabbit, 10, 2, 3
1163, none, biomeswevegone:coconino_meadow, CREATURE, minecraft:fox, 10, 2, 4
1164, none, biomeswevegone:coconino_meadow, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1165, none, biomeswevegone:coconino_meadow, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1166, none, biomeswevegone:coconino_meadow, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1167, none, biomeswevegone:coconino_meadow, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1168, none, biomeswevegone:coconino_meadow, AMBIENT, minecraft:bat, 10, 8, 8
1169, none, biomeswevegone:coconino_meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1170, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 2, 4
1171, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 2, 4
1172, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1173, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 2, 4
1174, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 1, 4
1175, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 2, 6
1176, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1177, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1178, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1179, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling, 20, 1, 1
1180, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise, 20, 1, 4
1181, ocean, minecraft:cold_ocean, MONSTER, vampirism:advanced_vampire, 3, 1, 3
1182, ocean, minecraft:cold_ocean, MONSTER, vampirism:vampire, 3, 1, 3
1183, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1184, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1185, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1186, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1187, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1188, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1189, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1190, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1191, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1192, none, terralith:cold_shrubland, MONSTER, minecraft:spider, 80, 2, 4
1193, none, terralith:cold_shrubland, MONSTER, minecraft:zombie, 80, 2, 4
1194, none, terralith:cold_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
1195, none, terralith:cold_shrubland, MONSTER, minecraft:skeleton, 80, 2, 4
1196, none, terralith:cold_shrubland, MONSTER, minecraft:creeper, 80, 1, 4
1197, none, terralith:cold_shrubland, MONSTER, minecraft:slime, 80, 2, 6
1198, none, terralith:cold_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
1199, none, terralith:cold_shrubland, MONSTER, minecraft:witch, 5, 1, 1
1200, none, terralith:cold_shrubland, MONSTER, quark:stoneling, 20, 1, 1
1201, none, terralith:cold_shrubland, MONSTER, quark:toretoise, 20, 1, 4
1202, none, terralith:cold_shrubland, MONSTER, thermal:blizz, 50, 1, 4
1203, none, terralith:cold_shrubland, MONSTER, vampirism:advanced_vampire, 3, 1, 1
1204, none, terralith:cold_shrubland, MONSTER, vampirism:vampire, 10, 1, 3
1205, none, terralith:cold_shrubland, CREATURE, minecraft:sheep, 12, 3, 5
1206, none, terralith:cold_shrubland, CREATURE, minecraft:pig, 10, 3, 5
1207, none, terralith:cold_shrubland, CREATURE, minecraft:chicken, 10, 3, 5
1208, none, terralith:cold_shrubland, CREATURE, minecraft:cow, 10, 2, 5
1209, none, terralith:cold_shrubland, CREATURE, minecraft:horse, 10, 1, 3
1210, none, terralith:cold_shrubland, CREATURE, minecraft:donkey, 10, 1, 3
1211, none, terralith:cold_shrubland, CREATURE, minecraft:wolf, 10, 4, 4
1212, none, terralith:cold_shrubland, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1213, none, terralith:cold_shrubland, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1214, none, terralith:cold_shrubland, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1215, none, terralith:cold_shrubland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1216, none, terralith:cold_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
1217, none, terralith:cold_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1218, forest, biomeswevegone:coniferous_forest, MONSTER, minecraft:spider, 80, 2, 4
1219, forest, biomeswevegone:coniferous_forest, MONSTER, minecraft:zombie, 80, 2, 4
1220, forest, biomeswevegone:coniferous_forest, MONSTER, minecraft:skeleton, 80, 2, 4
1221, forest, biomeswevegone:coniferous_forest, MONSTER, minecraft:zombie_villager, 25, 1, 1
1222, forest, biomeswevegone:coniferous_forest, MONSTER, minecraft:creeper, 80, 1, 4
1223, forest, biomeswevegone:coniferous_forest, MONSTER, minecraft:slime, 80, 2, 6
1224, forest, biomeswevegone:coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 4
1225, forest, biomeswevegone:coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
1226, forest, biomeswevegone:coniferous_forest, MONSTER, quark:stoneling, 20, 1, 1
1227, forest, biomeswevegone:coniferous_forest, MONSTER, quark:toretoise, 20, 1, 4
1228, forest, biomeswevegone:coniferous_forest, MONSTER, vampirism:advanced_vampire, 7, 1, 1
1229, forest, biomeswevegone:coniferous_forest, MONSTER, vampirism:vampire, 10, 1, 2
1230, forest, biomeswevegone:coniferous_forest, CREATURE, minecraft:sheep, 12, 3, 5
1231, forest, biomeswevegone:coniferous_forest, CREATURE, minecraft:pig, 10, 3, 5
1232, forest, biomeswevegone:coniferous_forest, CREATURE, minecraft:chicken, 10, 3, 5
1233, forest, biomeswevegone:coniferous_forest, CREATURE, minecraft:cow, 10, 2, 5
1234, forest, biomeswevegone:coniferous_forest, CREATURE, minecraft:wolf, 10, 4, 4
1235, forest, biomeswevegone:coniferous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
1236, forest, biomeswevegone:coniferous_forest, CREATURE, minecraft:fox, 10, 2, 4
1237, forest, biomeswevegone:coniferous_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1238, forest, biomeswevegone:coniferous_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1239, forest, biomeswevegone:coniferous_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1240, forest, biomeswevegone:coniferous_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1241, forest, biomeswevegone:coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
1242, jungle, biomeswevegone:crag_gardens, MONSTER, minecraft:spider, 80, 2, 4
1243, jungle, biomeswevegone:crag_gardens, MONSTER, minecraft:zombie, 80, 2, 4
1244, jungle, biomeswevegone:crag_gardens, MONSTER, minecraft:zombie_villager, 10, 1, 1
1245, jungle, biomeswevegone:crag_gardens, MONSTER, minecraft:skeleton, 80, 2, 4
1246, jungle, biomeswevegone:crag_gardens, MONSTER, minecraft:creeper, 80, 1, 4
1247, jungle, biomeswevegone:crag_gardens, MONSTER, minecraft:slime, 80, 2, 6
1248, jungle, biomeswevegone:crag_gardens, MONSTER, minecraft:enderman, 5, 1, 4
1249, jungle, biomeswevegone:crag_gardens, MONSTER, minecraft:witch, 5, 1, 1
1250, jungle, biomeswevegone:crag_gardens, MONSTER, quark:stoneling, 20, 1, 1
1251, jungle, biomeswevegone:crag_gardens, MONSTER, quark:toretoise, 20, 1, 4
1252, jungle, biomeswevegone:crag_gardens, MONSTER, vampirism:advanced_vampire, 3, 1, 3
1253, jungle, biomeswevegone:crag_gardens, MONSTER, vampirism:vampire, 3, 1, 1
1254, jungle, biomeswevegone:crag_gardens, CREATURE, minecraft:sheep, 12, 3, 5
1255, jungle, biomeswevegone:crag_gardens, CREATURE, minecraft:pig, 10, 3, 5
1256, jungle, biomeswevegone:crag_gardens, CREATURE, minecraft:chicken, 10, 3, 5
1257, jungle, biomeswevegone:crag_gardens, CREATURE, minecraft:cow, 10, 2, 5
1258, jungle, biomeswevegone:crag_gardens, CREATURE, minecraft:chicken, 10, 3, 5
1259, jungle, biomeswevegone:crag_gardens, CREATURE, minecraft:parrot, 40, 1, 2
1260, jungle, biomeswevegone:crag_gardens, CREATURE, minecraft:ocelot, 10, 1, 1
1261, jungle, biomeswevegone:crag_gardens, CREATURE, quark:shiba, 40, 1, 3
1262, jungle, biomeswevegone:crag_gardens, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1263, jungle, biomeswevegone:crag_gardens, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1264, jungle, biomeswevegone:crag_gardens, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1265, jungle, biomeswevegone:crag_gardens, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1266, jungle, biomeswevegone:crag_gardens, AMBIENT, minecraft:bat, 10, 8, 8
1267, jungle, biomeswevegone:crag_gardens, AMBIENT, minecraft:bat, 10, 8, 8
1268, jungle, biomeswevegone:crag_gardens, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1269, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
1270, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
1271, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
1272, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
1273, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
1274, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:spider, 80, 2, 4
1275, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:zombie, 80, 2, 4
1276, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
1277, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:skeleton, 80, 2, 4
1278, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:creeper, 80, 1, 4
1279, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:slime, 80, 2, 6
1280, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:enderman, 5, 1, 4
1281, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:witch, 5, 1, 1
1282, none, biomeswevegone:crimson_tundra, MONSTER, minecraft:stray, 80, 2, 3
1283, none, biomeswevegone:crimson_tundra, MONSTER, quark:stoneling, 20, 1, 1
1284, none, biomeswevegone:crimson_tundra, MONSTER, quark:toretoise, 20, 1, 4
1285, none, biomeswevegone:crimson_tundra, MONSTER, vampirism:advanced_vampire, 3, 1, 3
1286, none, biomeswevegone:crimson_tundra, MONSTER, vampirism:vampire, 3, 1, 1
1287, none, biomeswevegone:crimson_tundra, CREATURE, minecraft:sheep, 12, 3, 5
1288, none, biomeswevegone:crimson_tundra, CREATURE, minecraft:pig, 10, 3, 5
1289, none, biomeswevegone:crimson_tundra, CREATURE, minecraft:chicken, 10, 3, 5
1290, none, biomeswevegone:crimson_tundra, CREATURE, minecraft:cow, 10, 2, 5
1291, none, biomeswevegone:crimson_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
1292, none, biomeswevegone:crimson_tundra, CREATURE, minecraft:fox, 10, 2, 4
1293, none, biomeswevegone:crimson_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
1294, none, biomeswevegone:crimson_tundra, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1295, none, biomeswevegone:crimson_tundra, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1296, none, biomeswevegone:crimson_tundra, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1297, none, biomeswevegone:crimson_tundra, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1298, the_end, nullscape:crystal_peaks, MONSTER, minecraft:enderman, 5, 4, 4
1299, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:spider, 80, 2, 4
1300, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:zombie, 80, 2, 4
1301, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:zombie_villager, 10, 1, 1
1302, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:skeleton, 80, 2, 4
1303, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:creeper, 80, 1, 4
1304, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:slime, 80, 2, 6
1305, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:enderman, 5, 1, 4
1306, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:witch, 5, 1, 1
1307, none, biomeswevegone:cypress_swamplands, MONSTER, minecraft:slime, 10, 1, 1
1308, none, biomeswevegone:cypress_swamplands, MONSTER, quark:stoneling, 20, 1, 1
1309, none, biomeswevegone:cypress_swamplands, MONSTER, quark:toretoise, 20, 1, 4
1310, none, biomeswevegone:cypress_swamplands, MONSTER, vampirism:advanced_vampire, 18, 1, 2
1311, none, biomeswevegone:cypress_swamplands, MONSTER, vampirism:vampire, 28, 1, 2
1312, none, biomeswevegone:cypress_swamplands, CREATURE, minecraft:frog, 10, 2, 5
1313, none, biomeswevegone:cypress_swamplands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1314, none, biomeswevegone:cypress_swamplands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1315, none, biomeswevegone:cypress_swamplands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1316, none, biomeswevegone:cypress_swamplands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1317, none, biomeswevegone:cypress_swamplands, AMBIENT, minecraft:bat, 10, 8, 8
1318, none, biomeswevegone:cypress_swamplands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1319, none, biomeswevegone:cypress_swamplands, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1320, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:spider, 80, 2, 4
1321, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:zombie, 80, 2, 4
1322, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:zombie_villager, 10, 1, 1
1323, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:skeleton, 80, 2, 4
1324, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:creeper, 80, 1, 4
1325, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:slime, 80, 2, 6
1326, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:enderman, 5, 1, 4
1327, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:witch, 5, 1, 1
1328, forest, biomeswevegone:dacite_ridges, MONSTER, quark:stoneling, 20, 1, 1
1329, forest, biomeswevegone:dacite_ridges, MONSTER, quark:toretoise, 20, 1, 4
1330, forest, biomeswevegone:dacite_ridges, MONSTER, vampirism:advanced_vampire, 3, 1, 1
1331, forest, biomeswevegone:dacite_ridges, MONSTER, vampirism:vampire, 10, 1, 3
1332, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:sheep, 12, 3, 5
1333, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:wolf, 10, 4, 4
1334, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:rabbit, 10, 2, 3
1335, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:fox, 10, 2, 4
1336, forest, biomeswevegone:dacite_ridges, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1337, forest, biomeswevegone:dacite_ridges, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1338, forest, biomeswevegone:dacite_ridges, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1339, forest, biomeswevegone:dacite_ridges, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1340, forest, biomeswevegone:dacite_ridges, AMBIENT, minecraft:bat, 10, 8, 8
1341, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:spider, 80, 2, 4
1342, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:zombie, 80, 2, 4
1343, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1344, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:skeleton, 80, 2, 4
1345, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:creeper, 80, 1, 4
1346, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:slime, 80, 2, 6
1347, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:enderman, 5, 1, 4
1348, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:witch, 5, 1, 1
1349, beach, biomeswevegone:dacite_shore, MONSTER, quark:stoneling, 20, 1, 1
1350, beach, biomeswevegone:dacite_shore, MONSTER, quark:toretoise, 20, 1, 4
1351, beach, biomeswevegone:dacite_shore, MONSTER, vampirism:advanced_vampire, 3, 1, 1
1352, beach, biomeswevegone:dacite_shore, MONSTER, vampirism:vampire, 10, 1, 3
1353, beach, biomeswevegone:dacite_shore, CREATURE, minecraft:sheep, 12, 3, 5
1354, beach, biomeswevegone:dacite_shore, CREATURE, minecraft:wolf, 10, 4, 4
1355, beach, biomeswevegone:dacite_shore, CREATURE, minecraft:rabbit, 10, 2, 3
1356, beach, biomeswevegone:dacite_shore, CREATURE, minecraft:fox, 10, 2, 4
1357, beach, biomeswevegone:dacite_shore, CREATURE, quark:crab, 10, 1, 3
1358, beach, biomeswevegone:dacite_shore, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1359, beach, biomeswevegone:dacite_shore, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1360, beach, biomeswevegone:dacite_shore, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1361, beach, biomeswevegone:dacite_shore, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1362, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 2, 4
1363, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 2, 4
1364, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1365, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 2, 4
1366, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 1, 4
1367, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 2, 6
1368, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
1369, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
1370, forest, minecraft:dark_forest, MONSTER, quark:stoneling, 20, 1, 1
1371, forest, minecraft:dark_forest, MONSTER, quark:toretoise, 20, 1, 4
1372, forest, minecraft:dark_forest, MONSTER, vampirism:advanced_vampire, 20, 1, 3
1373, forest, minecraft:dark_forest, MONSTER, vampirism:vampire, 30, 1, 3
1374, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 2, 2
1375, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 2, 2
1376, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 2, 2
1377, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 2, 2
1378, forest, minecraft:dark_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1379, forest, minecraft:dark_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1380, forest, minecraft:dark_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1381, forest, minecraft:dark_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1382, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
1383, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1384, none, twilightforest:dark_forest, MONSTER, minecraft:enderman, 5, 1, 2
1385, none, twilightforest:dark_forest, MONSTER, minecraft:zombie, 10, 1, 2
1386, none, twilightforest:dark_forest, MONSTER, minecraft:skeleton, 10, 1, 2
1387, none, twilightforest:dark_forest, MONSTER, twilightforest:mist_wolf, 10, 1, 1
1388, none, twilightforest:dark_forest, MONSTER, twilightforest:skeleton_druid, 10, 1, 1
1389, none, twilightforest:dark_forest, MONSTER, twilightforest:king_spider, 10, 1, 1
1390, none, twilightforest:dark_forest, MONSTER, twilightforest:kobold, 10, 1, 3
1391, none, twilightforest:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
1392, none, twilightforest:dark_forest, MONSTER, quark:stoneling, 20, 1, 1
1393, none, twilightforest:dark_forest, MONSTER, quark:toretoise, 20, 1, 4
1394, none, twilightforest:dark_forest_center, MONSTER, quark:stoneling, 20, 1, 1
1395, none, twilightforest:dark_forest_center, MONSTER, quark:toretoise, 20, 1, 4
1396, ocean, biomeswevegone:dead_sea, MONSTER, minecraft:spider, 80, 2, 4
1397, ocean, biomeswevegone:dead_sea, MONSTER, minecraft:drowned, 80, 4, 4
1398, ocean, biomeswevegone:dead_sea, MONSTER, minecraft:zombie_villager, 10, 1, 1
1399, ocean, biomeswevegone:dead_sea, MONSTER, minecraft:skeleton, 80, 2, 4
1400, ocean, biomeswevegone:dead_sea, MONSTER, minecraft:creeper, 80, 1, 4
1401, ocean, biomeswevegone:dead_sea, MONSTER, minecraft:slime, 80, 2, 6
1402, ocean, biomeswevegone:dead_sea, MONSTER, minecraft:enderman, 5, 1, 4
1403, ocean, biomeswevegone:dead_sea, MONSTER, minecraft:witch, 5, 1, 1
1404, ocean, biomeswevegone:dead_sea, MONSTER, quark:stoneling, 20, 1, 1
1405, ocean, biomeswevegone:dead_sea, MONSTER, quark:toretoise, 20, 1, 4
1406, ocean, biomeswevegone:dead_sea, MONSTER, vampirism:advanced_vampire, 3, 1, 3
1407, ocean, biomeswevegone:dead_sea, MONSTER, vampirism:vampire, 3, 1, 1
1408, ocean, biomeswevegone:dead_sea, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1409, ocean, biomeswevegone:dead_sea, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1410, ocean, biomeswevegone:dead_sea, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1411, ocean, biomeswevegone:dead_sea, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1412, ocean, biomeswevegone:dead_sea, AMBIENT, minecraft:bat, 10, 8, 8
1413, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 2, 4
1414, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 2, 4
1415, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1416, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 2, 4
1417, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 1, 4
1418, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 2, 6
1419, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1420, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1421, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1422, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling, 20, 1, 1
1423, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 20, 1, 4
1424, ocean, minecraft:deep_cold_ocean, MONSTER, vampirism:advanced_vampire, 3, 1, 3
1425, ocean, minecraft:deep_cold_ocean, MONSTER, vampirism:vampire, 3, 1, 1
1426, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1427, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1428, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1429, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1430, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1431, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1432, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1433, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1434, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1435, none, minecraft:deep_dark, MONSTER, quark:stoneling, 20, 1, 1
1436, none, minecraft:deep_dark, MONSTER, quark:toretoise, 20, 1, 4
1437, none, minecraft:deep_dark, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1438, none, minecraft:deep_dark, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1439, none, minecraft:deep_dark, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1440, none, minecraft:deep_dark, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1441, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 2, 4
1442, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 2, 4
1443, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1444, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 2, 4
1445, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 1, 4
1446, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 2, 6
1447, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1448, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1449, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1450, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling, 20, 1, 1
1451, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise, 20, 1, 4
1452, ocean, minecraft:deep_frozen_ocean, MONSTER, vampirism:advanced_vampire, 3, 1, 3
1453, ocean, minecraft:deep_frozen_ocean, MONSTER, vampirism:vampire, 3, 1, 1
1454, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1455, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1456, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1457, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1458, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1459, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1460, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1461, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
